
0,0,0
0,1,13
0,2,69
0,3,480
0,4,9
0,5,7
0,6,7
0,7,8
0,8,9
0,9,9
0,10,19
0,11,21
0,12,21
0,13,19
0,14,22
0,15,20
0,16,21
0,17,25
0,18,5
0,19,278
0,20,29
0,21,116
0,22,17
0,23,3
0,24,4
0,25,6
0,26,6
0,27,152
0,28,131
0,29,131
0,30,130
0,31,131
0,32,26
0,33,13
0,34,13
0,35,135
0,36,3
0,37,34
0,38,34
0,39,15
0,40,36
0,41,9
0,42,36
0,43,6
0,44,23
0,45,147
0,46,112
0,47,21
0,48,18
0,49,27
0,50,27
0,51,29
0,52,150
0,53,32
0,54,32
0,55,32
0,56,146
0,57,33
0,58,28
0,59,35
0,60,12
0,61,110
0,62,52
0,63,112
0,64,24
0,65,18
0,66,18
0,67,47
0,68,56
0,69,51
0,70,37
0,71,35
0,72,226
0,73,31
0,74,29
0,75,227
0,76,197
0,77,197
0,78,145
0,79,145
0,80,145
0,81,71
0,82,59
0,83,84
0,84,22
0,85,41
0,86,22
0,87,44
0,88,44
0,89,300
0,90,17
0,91,17
0,92,420
0,93,161
0,94,137
0,95,150
0,96,15
0,97,22
0,98,22
0,99,1
0,100,156
0,101,132
0,102,6
0,103,57
0,104,33
0,105,34
0,106,34
0,107,38
0,108,40
0,109,31
0,110,31
0,111,12
0,112,12
0,113,60
0,114,59
0,115,59
0,116,31
0,117,34
0,118,34
0,119,21
0,120,21
0,121,21
0,122,16
0,123,14
0,124,3
0,125,21
0,126,11
0,127,30
0,128,16
0,129,20
0,130,21
0,131,19
0,132,9
0,133,9
0,134,21
0,135,28
0,136,27
0,137,12
0,138,31
0,139,13
0,140,15
0,141,22
0,142,22
0,143,163
0,144,3
0,145,163
0,146,17
0,147,31
0,148,360
0,149,60
0,150,11
0,151,4
0,152,5
0,153,7
0,154,9
0,155,25
0,156,25
0,157,50
0,158,67
0,159,278
0,160,7
0,161,23
0,162,12
0,163,13
0,164,10
0,165,10
0,166,22
0,167,30
0,168,8
0,169,8
0,170,8
0,171,107
0,172,22
0,173,23
0,174,26
0,175,18
0,176,21
0,177,16
0,178,65
0,179,106
0,180,420
0,181,25
0,182,300
0,183,300
0,184,7
0,185,7
0,186,9
0,187,9
0,188,10
0,189,120
0,190,120
0,191,22
0,192,37
0,193,28
0,194,27
0,195,29
0,196,28
0,197,28
0,198,29
0,199,27
0,200,29
0,201,29
0,202,117
0,203,8
0,204,14
0,205,420
0,206,18
0,207,17
0,208,17
0,209,6
0,210,25
0,211,25
0,212,21
0,213,3
0,214,5
0,215,75
0,216,75
0,217,75
0,218,2
0,219,2
0,220,480
0,221,55
0,222,16
0,223,16
0,224,16
0,225,28
0,226,29
0,227,84
0,228,99
0,229,48
0,230,48
0,231,23
0,232,116
0,233,116
0,234,7
0,235,11
0,236,15
0,237,32
0,238,30
0,239,30
0,240,10
0,241,10
0,242,25
0,243,21
0,244,10
0,245,11
0,246,24
0,247,19
0,248,19
0,249,58
0,250,3
0,251,4
0,252,7
0,253,7
0,254,28
0,255,22
0,256,17
0,257,17
0,258,17
0,259,18
0,260,18
0,261,9
0,262,64
0,263,63
0,264,163
0,265,128
0,266,131
0,267,131
0,268,131
0,269,19
0,270,17
0,271,18
0,272,121
0,273,18
0,274,19
0,275,12
0,276,105
0,277,22
0,278,22
0,279,22
0,280,27
0,281,29
0,282,30
0,283,23
0,284,29
0,285,7
0,286,14
0,287,12
0,288,14
0,289,11
0,290,12
0,291,10
0,292,10
0,293,10
0,294,9
0,295,9
0,296,8
0,297,7
0,298,6
0,299,153
0,300,27
0,301,27
0,302,27
0,303,22
0,304,27
0,305,22
0,306,13
0,307,48
0,308,300
0,309,48
0,310,50
0,311,4
0,312,4
0,313,9
0,314,7
0,315,27
0,316,28
0,317,5
0,318,5
0,319,3
0,320,10
0,321,10
0,322,37
0,323,11
0,324,7
0,325,17
0,326,10
0,327,80
0,328,12
0,329,25
0,330,26
0,331,50
0,332,73
0,333,33
0,334,17
0,335,300
0,336,12
0,337,11
0,338,24
0,339,93
0,340,16
0,341,23
0,342,39
0,343,11
0,344,23
0,345,21
0,346,23
0,347,84
0,348,17
0,349,16
0,350,35
1,0,13
1,1,0
1,2,78
1,3,420
1,4,9
1,5,17
1,6,17
1,7,17
1,8,16
1,9,16
1,10,28
1,11,34
1,12,35
1,13,32
1,14,35
1,15,34
1,16,35
1,17,39
1,18,8
1,19,287
1,20,38
1,21,106
1,22,9
1,23,16
1,24,16
1,25,15
1,26,14
1,27,141
1,28,123
1,29,123
1,30,122
1,31,123
1,32,35
1,33,21
1,34,22
1,35,149
1,36,14
1,37,44
1,38,44
1,39,28
1,40,45
1,41,22
1,42,45
1,43,17
1,44,37
1,45,156
1,46,102
1,47,30
1,48,27
1,49,36
1,50,36
1,51,42
1,52,164
1,53,41
1,54,41
1,55,41
1,56,135
1,57,47
1,58,42
1,59,48
1,60,26
1,61,99
1,62,66
1,63,121
1,64,33
1,65,27
1,66,27
1,67,60
1,68,47
1,69,64
1,70,51
1,71,48
1,72,239
1,73,44
1,74,43
1,75,240
1,76,186
1,77,186
1,78,158
1,79,158
1,80,158
1,81,84
1,82,69
1,83,98
1,84,31
1,85,55
1,86,31
1,87,57
1,88,57
1,89,300
1,90,30
1,91,31
1,92,420
1,93,150
1,94,150
1,95,163
1,96,28
1,97,36
1,98,35
1,99,13
1,100,145
1,101,145
1,102,7
1,103,67
1,104,46
1,105,47
1,106,47
1,107,52
1,108,54
1,109,44
1,110,45
1,111,6
1,112,25
1,113,69
1,114,69
1,115,69
1,116,44
1,117,47
1,118,47
1,119,34
1,120,35
1,121,35
1,122,8
1,123,6
1,124,11
1,125,34
1,126,24
1,127,40
1,128,29
1,129,33
1,130,34
1,131,33
1,132,22
1,133,22
1,134,35
1,135,41
1,136,41
1,137,26
1,138,45
1,139,26
1,140,29
1,141,35
1,142,35
1,143,151
1,144,16
1,145,153
1,146,31
1,147,41
1,148,360
1,149,69
1,150,9
1,151,13
1,152,13
1,153,13
1,154,16
1,155,38
1,156,38
1,157,64
1,158,76
1,159,287
1,160,14
1,161,30
1,162,26
1,163,26
1,164,23
1,165,24
1,166,36
1,167,42
1,168,9
1,169,9
1,170,8
1,171,97
1,172,14
1,173,35
1,174,35
1,175,32
1,176,34
1,177,8
1,178,74
1,179,96
1,180,360
1,181,38
1,182,300
1,183,300
1,184,6
1,185,6
1,186,4
1,187,4
1,188,3
1,189,133
1,190,134
1,191,31
1,192,51
1,193,37
1,194,37
1,195,38
1,196,37
1,197,38
1,198,38
1,199,36
1,200,38
1,201,38
1,202,131
1,203,15
1,204,28
1,205,420
1,206,9
1,207,9
1,208,9
1,209,10
1,210,34
1,211,34
1,212,30
1,213,12
1,214,12
1,215,84
1,216,84
1,217,84
1,218,15
1,219,13
1,220,420
1,221,69
1,222,30
1,223,8
1,224,8
1,225,39
1,226,40
1,227,75
1,228,108
1,229,62
1,230,62
1,231,31
1,232,106
1,233,106
1,234,12
1,235,17
1,236,7
1,237,46
1,238,43
1,239,44
1,240,16
1,241,17
1,242,38
1,243,33
1,244,20
1,245,21
1,246,33
1,247,29
1,248,29
1,249,67
