0,5,14,47,5,3,3,3,4,4,9,10,10,10,10,9,10,13,3,20,12,12,6,3,3,4,3,18,37,37,37,18,12,6,7,16,2,12,12,8,12,7,12,3,8,21,13,8,7,13,12,10,19,13,13,13,13,11,12,8,7,17,13,17,12,7,7,13,9,14,11,10,18,10,10,18,16,16,17,17,17,16,11,17,9,12,9,12,13,32,7,7,32,18,16,19,10,11,7,3,15,16,4,10,11,11,11,11,12,12,10,5,5,11,11,11,11,10,10,9,9,9,5,7,4,7,8,10,7,8,10,8,5,5,9,11,11,6,12,6,7,7,7,17,2,18,9,11,42,11,6,3,5,4,6,12,12,14,13,20,5,7,7,5,7,7,10,11,5,5,5,12,9,11,10,7,8,5,12,11,46,8,33,33,5,5,6,6,6,19,19,8,12,11,12,11,12,11,12,12,11,11,17,4,7,45,8,8,8,4,9,9,9,3,3,14,14,14,3,3,43,15,6,5,5,9,9,13,14,14,14,9,12,13,4,6,7,12,11,11,6,6,10,7,4,5,9,7,7,11,2,2,4,4,11,9,7,7,6,9,9,5,14,13,17,17,18,18,18,7,9,9,19,9,9,7,19,8,8,8,9,12,12,11,12,4,6,5,6,5,5,5,5,5,4,4,4,4,4,14,12,12,12,11,9,11,6,14,32,14,14,3,3,6,3,10,10,4,4,2,5,5,11,5,6,6,4,13,7,12,13,15,14,10,8,23,5,4,11,10,5,8,12,6,9,8,9,17,7,5,12
5,0,8,43,4,6,6,6,6,6,6,10,10,10,10,9,10,11,4,19,9,8,4,6,6,7,6,14,32,32,33,14,8,6,6,12,6,8,8,9,7,7,7,6,10,16,9,6,5,8,8,9,15,8,8,8,9,9,10,7,9,13,12,13,8,5,5,11,5,12,9,9,14,8,9,14,12,12,13,13,13,12,10,14,6,10,7,11,11,26,10,9,25,13,11,14,8,9,6,5,10,12,5,8,9,9,9,10,10,9,8,3,7,9,9,9,10,9,9,9,9,9,4,3,4,9,9,8,9,9,11,9,8,8,9,10,9,8,11,8,9,6,6,13,6,13,9,9,37,9,4,5,5,4,6,10,10,13,11,18,7,4,9,7,7,7,10,10,4,4,4,8,4,9,8,9,9,4,10,7,42,10,26,26,3,3,2,2,2,17,17,5,11,8,8,8,8,8,8,8,8,8,16,6,9,41,3,3,3,5,6,6,6,4,5,9,9,9,7,8,39,13,9,4,4,7,7,9,13,12,13,5,8,9,6,6,4,12,11,11,6,6,11,8,6,6,7,7,7,10,6,6,6,6,9,7,7,7,7,6,6,8,12,12,13,13,13,13,13,8,7,7,17,7,6,5,18,6,6,6,7,11,11,10,11,4,6,5,5,5,6,5,5,5,4,4,4,3,4,10,10,10,10,9,11,9,2,12,25,12,12,4,4,6,6,7,8,5,5,7,5,5,10,4,8,4,5,9,7,8,8,13,9,9,9,19,6,7,8,6,4,4,10,4,7,6,7,14,3,4,8
14,8,0,47,12,12,12,12,10,10,9,13,12,12,12,12,12,13,11,26,9,12,11,13,12,13,13,17,41,41,41,22,12,8,8,12,13,8,8,11,8,9,7,11,13,11,9,8,7,8,11,10,15,8,8,8,12,12,12,11,14,15,13,7,8,7,7,12,6,13,11,10,14,10,10,14,15,15,13,13,13,12,17,14,8,11,9,12,12,27,14,13,27,16,12,15,10,11,13,12,13,12,11,16,9,9,9,11,11,9,10,11,14,17,17,17,12,9,9,11,11,11,11,10,12,11,11,10,11,11,13,11,11,11,11,11,10,10,14,10,11,13,14,16,13,16,11,9,40,16,11,12,10,10,10,10,10,13,19,25,10,6,13,14,9,9,13,9,11,11,12,10,12,11,10,12,12,11,18,10,39,12,27,27,10,10,9,9,9,20,20,8,12,8,8,8,8,8,8,8,8,8,19,10,11,43,10,10,10,12,9,9,8,11,11,1,1,1,14,14,41,14,12,11,11,9,9,18,20,13,14,9,12,12,14,10,11,12,11,11,10,10,11,15,8,8,9,9,9,16,13,13,9,10,10,8,9,9,9,8,8,14,19,18,15,21,22,22,22,10,9,9,21,8,8,7,21,8,8,8,9,10,10,11,10,9,8,8,7,8,9,9,9,8,9,9,9,10,10,12,9,9,9,10,13,10,9,13,27,13,13,11,11,9,11,9,10,12,12,14,9,8,10,11,11,11,12,17,9,8,8,13,1,11,11,21,8,10,11,5,11,12,11,11,9,8,9,14,10,11,8
47,43,47,0,41,41,41,41,42,42,41,45,45,45,45,45,45,46,40,41,41,36,40,42,41,42,43,37,62,62,62,44,43,41,41,44,41,40,40,44,40,42,40,41,46,49,38,41,40,40,43,42,47,41,41,41,35,44,44,43,44,38,46,45,40,39,40,45,38,45,43,42,46,42,42,46,33,33,45,45,46,45,43,46,41,44,42,44,45,28,45,45,35,37,44,46,42,44,41,40,35,44,40,42,41,41,41,43,43,41,42,39,43,43,43,43,44,41,41,44,44,44,40,39,40,44,43,42,43,43,44,43,43,43,44,43,42,42,45,42,43,41,42,36,41,37,44,40,27,43,40,40,40,40,42,42,42,45,43,40,42,38,44,42,41,42,44,41,40,40,40,37,38,42,42,44,44,40,43,36,27,45,28,27,39,39,38,38,38,47,47,40,44,40,40,40,40,40,40,40,40,40,46,42,44,8,40,39,39,41,40,40,41,39,40,41,41,41,42,42,9,46,44,40,40,41,41,37,41,45,45,40,36,36,42,42,40,44,43,43,42,41,43,43,41,41,42,42,42,43,41,41,42,42,42,41,42,42,42,41,41,43,44,44,36,42,43,43,43,43,42,42,48,41,41,40,47,41,41,41,42,42,42,44,42,40,40,41,40,41,41,41,41,41,40,40,40,38,40,35,42,42,42,43,45,42,38,45,28,45,45,40,39,42,41,42,43,41,41,42,42,42,43,40,44,40,41,37,42,41,41,46,41,44,44,39,41,42,43,38,40,38,43,40,42,41,42,46,39,40,40
5,4,12,41,0,7,7,7,8,8,9,10,10,10,10,10,10,9,5,17,10,11,3,3,3,4,2,17,34,34,34,15,11,8,9,15,6,9,9,9,9,7,9,6,8,19,11,9,8,11,11,7,18,10,10,10,12,8,9,6,6,15,10,15,10,8,8,10,8,10,8,7,17,7,7,17,15,15,16,16,16,13,8,14,9,9,10,9,10,27,7,6,26,16,15,18,10,11,4,5,13,15,5,7,7,8,8,8,8,9,7,1,5,8,8,8,8,7,7,9,9,9,2,3,4,7,9,11,8,9,11,9,5,5,9,9,8,7,10,7,7,5,5,16,6,16,9,9,38,8,2,6,6,6,8,9,9,11,10,17,8,7,6,5,7,7,10,8,3,3,3,11,5,10,10,7,7,2,9,10,37,8,28,28,4,4,3,3,3,15,15,8,9,11,10,11,10,11,11,11,11,11,14,8,7,43,4,4,4,4,8,9,9,6,6,12,12,12,4,4,41,12,6,2,2,9,10,10,11,10,11,8,11,11,4,7,3,10,9,9,7,7,9,6,7,8,10,10,10,8,6,6,8,8,7,9,10,10,10,9,9,5,11,10,16,14,14,14,14,10,10,9,16,9,9,8,17,9,9,9,10,9,9,11,9,6,7,7,8,7,7,7,7,7,6,6,6,5,6,13,8,8,8,10,9,10,4,10,27,10,11,6,5,7,6,10,11,3,3,5,7,7,8,1,6,2,2,10,10,11,11,12,12,8,8,22,9,7,11,9,2,5,8,2,9,9,9,14,4,2,11
3,6,12,41,7,0,1,1,1,1,8,11,11,11,10,10,11,13,3,21,10,11,7,5,5,6,5,17,36,36,37,18,10,5,6,15,5,10,10,9,11,7,11,3,10,19,11,7,6,11,10,13,18,11,11,11,12,12,13,10,8,16,15,16,11,6,6,14,8,14,13,12,17,11,12,17,15,15,16,16,16,15,13,17,7,14,8,14,15,26,9,8,26,16,15,18,9,10,8,4,13,16,3,12,11,11,11,13,13,11,11,6,6,13,13,13,13,11,11,10,10,10,7,7,4,9,9,9,9,10,12,10,7,7,10,12,12,9,13,9,9,8,9,16,5,17,10,10,39,13,7,4,2,3,5,11,11,13,15,21,2,6,8,6,7,7,11,11,5,5,5,11,8,10,8,8,9,7,14,10,37,9,27,27,5,5,5,5,5,20,20,7,14,10,11,10,11,10,11,11,10,10,19,1,9,42,7,7,7,4,8,8,7,3,2,13,13,13,6,6,41,14,8,7,7,8,8,13,15,15,14,8,11,11,6,4,7,14,13,13,5,4,11,8,4,5,8,7,7,13,5,5,1,1,13,7,8,8,7,7,7,7,16,15,16,17,18,18,18,8,8,8,21,8,7,5,21,7,7,7,8,11,11,10,11,3,5,4,5,4,4,4,4,4,3,3,3,3,3,13,12,12,11,10,10,10,5,14,27,14,13,3,3,5,3,8,9,5,5,6,4,4,13,6,7,7,5,13,7,11,11,14,13,12,10,22,6,4,9,9,7,8,13,7,7,7,7,17,7,7,11
3,6,12,41,7,1,0,1,1,1,8,11,11,11,11,10,11,13,3,21,10,11,7,5,5,5,5,17,36,36,37,18,10,5,6,15,5,10,10,9,11,7,11,3,10,19,12,7,6,11,10,13,18,11,11,11,12,12,13,10,8,16,15,16,11,6,6,14,8,14,13,12,17,11,12,17,15,15,16,16,16,15,13,17,7,14,8,14,15,26,9,8,26,16,15,17,9,10,8,4,13,15,3,11,11,11,11,13,13,11,11,6,6,13,13,13,13,11,11,10,10,10,7,7,4,9,9,9,9,10,12,10,7,7,10,12,13,8,13,8,9,8,9,16,5,16,10,10,38,12,7,4,2,3,5,11,11,13,15,21,2,6,8,6,7,7,11,11,5,5,5,11,8,10,8,8,9,7,13,10,41,9,27,27,4,4,5,5,5,20,20,7,14,10,11,10,11,10,11,11,10,10,19,1,9,41,7,7,7,4,8,8,7,3,2,13,13,13,6,6,39,14,8,7,7,8,8,13,15,15,14,7,11,11,5,4,7,13,13,13,4,4,11,8,4,5,8,7,7,13,4,4,1,1,12,7,8,8,7,7,7,7,15,15,16,17,17,17,17,7,8,8,21,8,8,5,21,7,7,7,8,11,11,10,11,3,5,4,5,4,4,4,4,4,3,3,3,3,3,13,12,12,12,10,10,10,5,14,28,14,13,3,3,5,3,8,9,4,4,5,4,4,13,6,7,7,5,13,7,11,11,14,12,11,10,22,6,4,9,9,6,8,13,7,7,7,7,16,7,6,11
3,6,12,41,7,1,1,0,1,1,8,11,11,10,10,10,11,13,3,21,10,11,7,5,5,5,5,17,37,37,37,18,10,5,6,15,5,10,10,8,10,7,10,3,9,19,11,6,6,11,10,12,18,11,11,11,12,12,13,10,8,16,15,15,10,6,6,14,8,14,12,12,17,11,11,17,15,15,16,16,16,14,12,16,7,13,7,13,14,27,8,8,26,16,15,17,8,9,8,3,13,15,3,11,11,11,11,12,13,10,11,6,6,12,12,12,13,11,11,10,10,10,6,7,3,8,8,8,9,9,12,9,7,7,10,11,12,8,13,8,9,8,8,16,4,16,10,10,37,12,6,4,2,3,4,10,10,13,15,21,2,6,8,6,7,7,11,11,5,5,5,11,8,10,8,8,8,6,13,10,37,9,28,28,4,4,5,5,5,20,20,7,13,9,10,10,10,10,11,10,10,10,19,1,9,41,7,7,7,4,7,7,7,3,2,12,12,12,5,5,40,14,8,6,6,7,7,13,15,15,14,7,11,11,5,4,7,13,12,13,4,4,10,8,4,4,7,7,7,13,5,5,1,1,12,7,7,7,7,7,7,6,16,15,16,17,17,17,17,7,7,7,20,7,7,5,21,7,7,7,7,10,11,10,10,3,4,4,5,4,4,3,3,3,3,3,3,3,3,13,11,11,11,10,10,10,5,14,28,13,13,3,3,4,3,8,8,4,4,5,4,4,12,6,7,7,5,13,7,10,10,14,12,11,9,22,6,4,9,9,6,8,13,7,7,6,7,16,7,6,10
4,6,10,42,8,1,1,1,0,2,5,8,8,8,7,7,7,10,4,21,7,11,7,5,5,6,5,16,35,35,35,17,7,2,3,13,5,7,7,5,7,4,8,3,8,17,11,4,3,8,7,9,16,8,8,8,11,10,10,9,8,16,12,14,7,3,3,11,8,11,10,9,15,9,9,15,14,14,14,14,14,11,13,13,4,11,4,11,12,28,8,8,25,15,13,15,6,7,8,4,12,13,4,11,8,8,8,10,10,8,9,6,6,13,13,13,11,8,8,8,8,8,7,6,4,7,5,5,6,7,9,7,5,5,8,8,9,5,10,5,6,8,9,15,5,16,7,7,37,12,6,4,2,1,2,8,8,10,15,21,2,4,8,6,4,4,9,8,5,5,5,10,7,7,5,8,8,7,13,9,36,8,28,28,4,4,5,4,4,19,19,4,11,7,8,7,8,7,8,8,7,7,18,2,6,41,6,6,6,4,5,5,4,3,2,9,9,9,6,6,39,11,8,7,7,5,5,12,15,12,11,4,11,11,5,2,7,11,10,10,2,2,8,8,2,3,5,4,4,13,5,5,2,2,10,4,5,5,4,4,4,7,16,15,15,15,16,16,16,4,5,5,20,4,4,2,20,4,4,4,5,8,8,7,8,1,2,1,2,1,2,1,1,1,1,1,1,2,2,12,8,8,8,7,9,7,4,11,28,11,10,3,3,2,3,5,5,5,5,5,1,1,10,5,6,7,5,12,4,7,8,11,9,10,6,21,3,2,6,8,7,6,10,6,4,4,4,13,6,7,7
4,6,10,42,8,1,1,1,2,0,5,8,8,8,8,8,8,10,3,20,7,11,7,5,5,5,5,16,35,35,35,16,7,2,3,13,5,7,7,5,7,4,7,3,8,18,11,4,3,8,7,10,16,8,8,8,11,10,11,9,8,15,12,14,7,3,3,12,8,11,10,10,15,9,9,15,14,14,14,14,14,12,12,13,4,11,5,11,12,29,8,8,25,15,13,16,6,7,8,3,12,13,3,11,8,8,8,10,10,7,9,6,6,12,12,12,11,8,8,8,8,8,6,6,4,7,5,6,6,7,9,7,6,6,8,8,10,5,11,5,6,8,9,15,5,15,7,7,38,12,6,4,2,1,2,8,8,10,15,20,2,4,8,6,4,4,9,8,5,5,5,10,7,7,5,8,8,7,13,9,37,8,32,32,4,4,4,4,4,19,19,4,11,7,8,7,8,7,8,8,7,7,18,2,6,41,6,6,6,4,5,5,4,3,2,10,10,10,6,5,40,11,8,6,6,5,5,12,15,12,11,5,10,11,5,2,6,11,10,10,2,2,8,8,2,3,5,4,4,12,5,5,2,2,10,4,5,5,4,4,4,7,15,15,15,15,16,16,16,4,5,5,20,5,4,2,21,4,4,4,5,8,8,7,8,1,2,1,2,1,2,1,1,1,1,1,1,2,2,12,8,8,8,7,9,7,3,11,30,11,10,3,3,2,3,5,5,5,4,5,1,1,10,5,6,7,5,12,4,8,8,11,9,10,6,21,3,2,6,8,6,6,10,6,4,4,5,13,6,6,8
