0,0,0
0,1,13
0,2,68
0,3,480
0,4,9
0,5,7
0,6,7
0,7,8
0,8,9
0,9,9
0,10,19
0,11,21
0,12,21
0,13,19
0,14,22
0,15,21
0,16,21
0,17,25
0,18,420
0,19,276
0,20,29
0,21,115
0,22,17
0,23,4
0,24,4
0,25,6
0,26,6
0,27,152
0,28,130
0,29,130
0,30,129
0,31,129
0,32,26
0,33,13
0,34,13
0,35,133
0,36,3
0,37,34
0,38,34
0,39,15
0,40,35
0,41,6
0,42,36
0,43,6
0,44,23
0,45,105
0,46,111
0,47,21
0,48,18
0,49,27
0,50,27
0,51,29
0,52,149
0,53,32
0,54,32
0,55,32
0,56,146
0,57,33
0,58,28
0,59,28
0,60,12
0,61,110
0,62,52
0,63,112
0,64,24
0,65,18
0,66,18
0,67,47
0,68,267
0,69,51
0,70,37
0,71,35
0,72,224
0,73,31
0,74,29
0,75,225
0,76,184
0,77,195
0,78,145
0,79,145
0,80,145
0,81,145
0,82,71
0,83,59
0,84,25
0,85,257
0,86,22
0,87,41
0,88,21
0,89,44
0,90,44
0,91,300
0,92,17
0,93,17
0,94,161
0,95,7
0,96,136
0,97,148
0,98,15
0,99,22
0,100,22
0,101,1
0,102,156
0,103,130
0,104,6
0,105,57
0,106,33
0,107,34
0,108,34
0,109,39
0,110,40
0,111,31
0,112,32
0,113,12
0,114,7
0,115,12
0,116,59
0,117,59
0,118,59
0,119,31
0,120,34
0,121,34
0,122,21
0,123,21
0,124,21
0,125,6
0,126,14
0,127,3
0,128,21
0,129,21
0,130,11
0,131,30
0,132,29
0,133,29
0,134,16
0,135,19
0,136,21
0,137,20
0,138,9
0,139,9
0,140,21
0,141,26
0,142,27
0,143,29
0,144,13
0,145,13
0,146,15
0,147,22
0,148,22
0,149,22
0,150,3
0,151,360
0,152,17
0,153,31
0,154,360
0,155,59
0,156,30
0,157,11
0,158,4
0,159,5
0,160,7
0,161,8
0,162,25
0,163,25
0,164,50
0,165,66
0,166,276
0,167,7
0,168,23
0,169,12
0,170,14
0,171,10
0,172,10
0,173,22
0,174,30
0,175,8
0,176,8
0,177,8
0,178,106
0,179,22
0,180,23
0,181,25
0,182,18
0,183,21
0,184,16
0,185,64
0,186,105
0,187,19
0,188,25
0,189,300
0,190,300
0,191,7
0,192,7
0,193,9
0,194,9
0,195,10
0,196,118
0,197,119
0,198,22
0,199,37
