
H05318506, ALFONS IV GRANOLLERS 08402 BARCELONA,41.603814,2.287984
H61795290, ALGUER GRANOLLERS 08402 BARCELONA,41.597239,2.284494
H62739750, ALIANÇA LLIÇA D'AMUNT 08186 BARCELONA,41.610835,2.240241
H59634725, ALOS L'HOSPITALET DEL LLOBREGAT 08902 BARCELONA,41.364960,2.118542
H59507616, ANGEL GUIMERA GRANOLLERS 08402 BARCELONA,41.599229,2.288944
H67394775, ANNIBAL GRANOLLERS 08402 BARCELONA,41.606672,2.283967
H67394775, ANNIBAL GRANOLLERS 08402 BARCELONA,41.606672,2.283967
H67394775, ANNIBAL GRANOLLERS 08402 BARCELONA,41.606672,2.283967
H59672444, ANNIBAL GRANOLLERS 08402 BARCELONA,41.606672,2.283967
H66008699, ANNIBAL GRANOLLERS 08402 BARCELONA,41.606672,2.283967
H65400210, ANTONI GAUDI GRANOLLERS 08402 BARCELONA,41.612958,2.281198
H59671115, APELES MESTRE GRANOLLERS 08402 BARCELONA,41.615488,2.292657
H62281829, APELES MESTRE GRANOLLERS 08402 BARCELONA,41.615488,2.292657
H62618962, APELES MESTRE GRANOLLERS 08402 BARCELONA,41.615488,2.292657
H62293535, APELES MESTRE GRANOLLERS 08402 BARCELONA,41.615488,2.292657
H62618871, APELES MESTRE GRANOLLERS 08402 BARCELONA,41.615488,2.292657
H60360856, APELES MESTRE GRANOLLERS 08402 BARCELONA,41.615488,2.292657
H59727016, ARAGO LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.619754,2.295248
H67635474, ARAGÒ GRANOLLERS 08402 BARCELONA,41.601702,2.286049
H61950457, AUSTRIA MATARO 08304 BARCELONA,41.541154,2.455907
H60511474, AVENIDA CANOVELLAS CANOVELLAS 08420 BARCELONA,41.623074,2.278289
H58796210, AVENIDA CATALUÑA PARETS DEL VALLES 08150 BARCELONA,41.569568,2.232339
H64719685, AVENIDA DE MARIE CURIE GRANOLLERS 08402 BARCELONA,41.594686,2.288057
H59538223, AVENIDA SANT ESTEVE GRANOLLERS 08402 BARCELONA,41.602977,2.290471
H60562915, AVENIDA SANT ESTEVE GRANOLLERS 08402 BARCELONA,41.602977,2.290471
H59596387, AVENIDA SANT ESTEVE GRANOLLERS 08402 BARCELONA,41.602977,2.290471
H60937083, AVENIDA SANT ESTEVE GRANOLLERS 08402 BARCELONA,41.602977,2.290471
H64769508, AVENIDA SANT JERONI SANT FOST DE CAMPSENTELLES 08105 BARCELONA,41.522900,2.223331
H62704416, AVENIDA VILASSAR DE DALT VALLROMANES 08188 BARCELONA,41.530153,2.305645
H62704416, AVENIDA VILASSAR DE DALT VALLROMANES 08188 BARCELONA,41.530153,2.305645
H62704408, AVENIDA VILASSAR DE DALT VALLROMANES 08188 BARCELONA,41.530153,2.305645
H62704408, AVENIDA VILASSAR DE DALT VALLROMANES 08188 BARCELONA,41.530153,2.305645
H59508853, AVENIR GRANOLLERS 08402 BARCELONA,41.615576,2.279397
H61365649, Carrer de BALMES GRANOLLERS 08402 BARCELONA,41.609996,2.284705
H61892659, Carrer de BALMES GRANOLLERS 08402 BARCELONA,41.609996,2.284705
, BANYS LA GARRIGA 08530 BARCELONA,41.680509,2.286320
H63850531, BARCELONA GRANOLLERS 08402 BARCELONA,41.595916,2.290128
H63428361, BARCELONA CANOVELLAS 08420 BARCELONA,41.618730,2.277051
H63428320, BARCELONA CANOVELLAS 08420 BARCELONA,41.618730,2.277051
H63954341, BARCELONA GRANOLLERS 08402 BARCELONA,41.595916,2.290128
H59563056, BARCELONA CANOVELLAS 08420 BARCELONA,41.618730,2.277051
H59657809, BARCELONA GRANOLLERS 08402 BARCELONA,41.595916,2.290128
H60475944, BARCELONA CANOVELLAS 08420 BARCELONA,41.618730,2.277051
B62000724, BARCELONA GRANOLLERS 08402 BARCELONA,41.595916,2.290128
H60209137, BERTRAN DE SEVA GRANOLLERS 08402 BARCELONA,41.614748,2.294775
H63394415, BRUNOMESTRE SANTA EULALIA DE RONÇANA 08187 BARCELONA,41.654899,2.221741
, CA N'OMS PARETS DEL VALLES 08150 BARCELONA,41.574815,2.231080
H63046676, CAMI VELL DE CANOVELLAS GRANOLLERS 08402 BARCELONA,41.612660,2.282331
H62071741, CAMI VELL DE CANOVELLES GRANOLLERS 08402 BARCELONA,41.612660,2.282331
H59515734, CAMI VELL DE LLIÇA GRANOLLERS 08402 BARCELONA,41.613843,2.273790
H59596932, CAMI VELL DE LLIÇA GRANOLLERS 08402 BARCELONA,41.613843,2.273790
H59810127, Carrer de CAN MONIC GRANOLLERS 08402 BARCELONA,41.621881,2.294567
H62261235, Carrer de CAN NOGUERA LA GARRIGA 08530 BARCELONA,41.689194,2.283465
H63566251, CAN PALOTS CANOVELLAS 08420 BARCELONA,41.618826,2.278689
H63566335, CAN PALOTS CANOVELLAS 08420 BARCELONA,41.618826,2.278689
H63566178, CAN PALOTS CANOVELLAS 08420 BARCELONA,41.618826,2.278689
H61158010, CAN PANTIQUET MOLLET DEL VALLES 08100 BARCELONA,41.545395,2.219404
H62051313, CANTABRIA LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.621468,2.297059
H60087707, CARLES RIBES GRANOLLERS 08402 BARCELONA,41.608139,2.295381
H61526711, CARLOS LINDE MONTMELO 08160 BARCELONA,41.549463,2.240394
H64392509, CARRETERA CANOVES LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.633797,2.305575
H59518662, CARRETERA DE BARCELONA SANTA EULALIA DE RONÇANA 08187 BARCELONA,41.647170,2.230970
H64105530, CARRETERA DE CALDES GRANOLLERS 08402 BARCELONA,41.617007,2.273359
H60056603, CARRETERA DE CALDES GRANOLLERS 08402 BARCELONA,41.617007,2.273359
H59570820, CARRETERA DE CALDES GRANOLLERS 08402 BARCELONA,41.617007,2.273359
H62375084, CARRETERA DE CANOVES LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.633797,2.305575
H65459695, Carrer de CARRETERA DE GRANOLLERS LLIÇA D'AMUNT 08186 BARCELONA,41.609390,2.246749
H66768789, CARRETERA DE RIBES LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.629931,2.295408
H62655733, CARRETERA DE RIBES LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.629931,2.295408
H61527909, CARRETERA DE RIBES LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.629931,2.295408
H63302434, CARRETERA DE RIBES FIGARO - MONTMANY 08590 BARCELONA,41.724238,2.273136
H60187630, CARRETERA DE RIBES LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.629931,2.295408
H60618824, CARRETERA DE RIBES GRANOLLERS 08402 BARCELONA,41.629931,2.295408
H63654594, CARRETERA DE RIBES FIGARO - MONTMANY 08590 BARCELONA,41.724238,2.273136
A08743908, CARRETERA NACIONAL BARCELONA 08005 BARCELONA,41.658456,1.173621
H64258684, CARRETERA NOVA LA GARRIGA 08530 BARCELONA,41.682183,2.282773
H64258684, CARRETERA NOVA LA GARRIGA 08530 BARCELONA,41.682183,2.282773
H64258684, CARRETERA NOVA LA GARRIGA 08530 BARCELONA,41.682183,2.282773
H64258684, CARRETERA NOVA LA GARRIGA 08530 BARCELONA,41.682183,2.282773
H75395384, CATALUNYA LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.647827,2.312303
H63097448, CATALUNYA LA ROCA DEL VALLES 08430 BARCELONA,41.581480,2.325860
40581325X, Carrer Catalunya CANOVELLAS 08420 BARCELONA,41.616382,2.282588
H63335160, CATALUÑA LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.647827,2.312303
H60867777, CELLECS GRANOLLERS 08402 BARCELONA,41.613540,2.281456
H65900896, CELLECS LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.628320,2.297523
H61610705, CELLECS GRANOLLERS 08402 BARCELONA,41.613540,2.281456
H64083611, CELLECS LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.628320,2.297523
H64353857, CELLECS LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.628320,2.297523
H59528992, COLL I PUJOL BADALONA 08912 BARCELONA,41.442021,2.240888
H59672550, COLOMBIA GRANOLLERS 08402 BARCELONA,41.607816,2.296337
H60229176, COLOMBIA GRANOLLERS 08402 BARCELONA,41.607816,2.296337
H01769975, Carrer de COLON LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.544635,2.211570
H65280224, CONANGE COLLELL LA GARRIGA 08530 BARCELONA,41.681632,2.283088
H64312879, CONGOST LA GARRIGA 08530 BARCELONA,41.680128,2.283232
H61906301, CORRO GRANOLLERS 08402 BARCELONA,41.615323,2.290291
H62898473, CORRÓ GRANOLLERS 08402 BARCELONA,41.615323,2.290291
H59668236, COSTA BRAVA LA ROCA DEL VALLES 08430 BARCELONA,41.600358,2.299482
37650472R, D'ALFONS IV GRANOLLERS 08402 BARCELONA,41.603814,2.287984
H59596262, D'ANSELM CLAVE MOLLET DEL VALLES 08100 BARCELONA,41.535136,2.216634
H59436253, D'ANSELM CLAVE LA GARRIGA 08530 BARCELONA,41.680288,2.284628
H64008881, D'ARAGO GRANOLLERS 08402 BARCELONA,41.601702,2.286049
H59703116, Carrer de DE DALT SADURNI PUJADES LA ROCA DEL VALLES 08430 BARCELONA,41.590266,2.326761
H61998621, Carrer de DE LA SERRA LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.626141,2.295891
H61998621, Carrer de DE LA SERRA LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.626141,2.295891
H62181268, Carrer de DE LA SERRA LAS FRANQUESAS DEL VALLES 08520 BARCELONA,41.626141,2.295891
